,strain,cluster,in_ocs,lean,sweet,strawberry,earthy,blue cheese,sage,honey,rose,tree fruit,violet,coffee,pear,spicy/herbal,tropical,pungent,tea,apricot,mint,pepper,flowery,ammonia,blueberry,berry,chemical,pine,woody,lime,plum,nutty,citrus,orange,mango,diesel,lemon,pineapple,apple,grape,menthol,chestnut,skunk,grapefruit,peach,butter,lavender,tar,tobacco,vanilla,focused,inflammation,dizzy,energetic,lack of appetite,happy,creative,muscle spasms,sleepy,stress,tingly,aroused,anxious,nausea,fatigue,cramps,uplifted,headache,talkative,paranoid,hungry,giggle,depression,relaxed,pain,seizures,euphoric,spasticity,eye pressure,headaches,insomnia,strain_type
1196,Madcow,1,0,0.08,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176470588,0.875,,,,1,1,,,0.0625,,,0.125,0.176470588,,0.117647059,,,,0.125,1,,,,,,,0.9375,sativa
1197,Madman OG,1,0,0.45,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,0.938073394,,,,0.803592814,,,0.886792453,0.626347305,,,0.722477064,,,0.177358491,,0.741972477,1,1,0.549700599,,0.837155963,,,,0.388023952,hybrid
1198,Mag Landrace,1,0,0.92,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.560267857,,,0.755952381,1,,,0.042826552,,0.358118361,,,,,,0.323660714,,0.544764795,1,0.823975721,,0.537202381,,,,0.892261002,indica
1199,Magellan,2,0,0.53,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,0.142857143,0.538461538,,0.846153846,0.692307692,,,1,,,0.142857143,,0.666666667,0.333333333,0.615384615,,,0.142857143,,,0.666666667,,,,1,,,0.666666667,,hybrid
1200,Magic Beans OG,0,0,0.76,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,0.097560976,1,0.902439024,,,,,,,,,,,,1,0.975609756,,,0.975609756,,,,,indica
1201,Magnum,0,0,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,0.522123894,,0.2,1,,0.592920354,,,,0.266666667,,,,,,,0.575221239,,0.938053097,0.2,,,1,,0.216666667,,,,0.05,,0.033333333,hybrid
1202,Magnum PI,0,0,0.03,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,0.989010989,,,0.967032967,,0.945054945,,0.347826087,,,,,1,,0.869565217,,1,,,,,,1,,0.391304348,,0.956043956,,,0.434782609,,sativa
1203,Mai Tai Cookies,0,0,0.5,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.492385787,,0.896551724,0.969543147,,0.766497462,,,,1,,,0.896551724,0.703947368,,,1,,,0.896551724,,0.461928934,0.980263158,,0.638157895,,,,,0.743421053,,hybrid
1204,Majestic 12,1,0,0.5,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,0.111111111,,0.666666667,1,0.777777778,,,,,,,,,,,,0.142857143,1,1,,0.222222222,,,0.142857143,0.857142857,hybrid
1205,Mako Haze,2,0,0.25,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.004366812,0.96875,,0.614583333,0.53125,,,1,,,,0.076923077,0.076923077,,1,0.008733624,,1,,,0.923076923,,0.826923077,,0.635416667,,,,,sativa
1206,Malakoff,3,0,0.2,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,0.75,,0.75,0.75,,,1,,,,,0.333333333,,,,0.75,,,,0.333333333,,0.666666667,,,,0.333333333,,,sativa
1207,Malawi,3,0,0,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.686643836,0.95998446,,0.865578866,0.421522922,0.292507205,,0.74351585,,,0.660958904,0.328530259,0.357348703,,0.952214452,,,1,,,1,,,,1,,,,,sativa
1208,Malawi Gold,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,0.9375,,0.083333333,1,0.076923077,,,,,0.076923077,0.75,0.75,,,1,,,,,1,,,1,,,,0.8125,,,,,sativa
1209,Mammoth,3,0,0.56,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.915730337,1,,,,1,,0.775280899,,,,,,,0.831460674,,0.556179775,,,,0.775280899,,,1,1,,,,,0.831460674,,hybrid
1210,Mandala #1,2,0,0.5,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.333333333,0.75,,0.625,0.875,,,0.666666667,,,0.666666667,1,,0.333333333,0.625,,,0.333333333,,,0.666666667,,,,1,,,1,,hybrid
1211,Mandarin Cookies,0,0,0.56,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.714285714,,1,,,,0.666666667,,0.571428571,,0.666666667,0.666666667,,0.857142857,,,,,0.857142857,1,,0.666666667,,,,,,,hybrid
1212,Mandarin Dreams,0,0,0.47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,0.666666667,1,0.666666667,,1,,,0.666666667,0.333333333,,,1,0.666666667,,0.666666667,1,1,,,,,,0.666666667,hybrid
1213,Mango,0,0,0.5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,0.332525272,,0.528390741,0.627125868,,,0.552823835,1,,,0.362536666,,,,,0.313762091,,,0.451634628,,0.716092594,1,0.592808846,,0.646801074,,,,0.579015194,hybrid
1214,Mango Dream,0,0,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,0.2,0.740041929,0.158730159,0.813417191,,,,1,,,,,0.132275132,,1,0.2,0.863731656,0.133333333,,,0.920634921,,0.343915344,,0.740041929,,,,,hybrid
1215,Mango Haze,2,0,0.5,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.612578364,0.680864667,,1,,,,0.983488908,,,0.352834005,,0.699212026,,0.816500766,,,0.265769578,,,0.912377258,0.75822062,1,,0.666451712,,,0.666201964,,hybrid
1216,Mango Kush,2,0,0.5,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.481109564,,,0.973723539,,,,1,,,0.560182153,,,,0.599708552,,,0.329979874,,0.611321623,0.674525235,1,0.677375585,,0.749288865,,,0.36527846,0.454287026,hybrid
1217,Mango Sherbert,2,0,0.65,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0.75,0.75,,,,,,,,1,,0.75,,,,,,,1,,,0.75,,1,,,indica
1218,Mango Tango,2,0,0.5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,0.434134217,,0.25,,,1,0.577879039,,,1,,,0.076815642,0.522945033,0.140191629,,,,0.586992543,0.326815642,,,0.977811397,0.874482187,0.219364599,,,,,,,hybrid
1219,Maple Leaf Indica,2,0,1,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.005847953,,,0.974025974,,,0.967532468,0.570135747,,,,,,,,0.023391813,,0.011695906,0.941558442,0.805194805,0.135746606,1,0.574660633,,,,,0.42081448,1,indica
1220,Marcosus Marshmellow,0,0,0.48,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.333333333,,,1,,1,,,0.484848485,0.484848485,1,,,,0.545454545,,,,,,0.117647059,1,0.941176471,,,0.941176471,,,0.117647059,hybrid
1221,Marionberry Kush,1,0,0.6,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067378498,,0.48767809,0.676338809,,,,1,,,,,,,0.408470237,0.071428571,0.39300192,0.012150221,,,0.717366192,1,0.71986908,,0.466823128,,,,0.589141317,hybrid
1222,Marley's Collie,2,0,0.63,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0.915492958,,1,,0.5,0.957746479,0.915492958,,,1,,,1,,,,,,,1,0.873239437,,0.5,1,,,,,,,0.5,hybrid
1223,Marmalade,2,0,0.49,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,0.6,,,0.6875,,0.6,1,,,,0.7,,,1,,,1,0.8,0.5625,,,,0.375,0.5,,hybrid
1224,Mars OG,1,0,0.8,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.217039038,,0.712050711,0.693275844,,,0.645951891,1,,,,,,,0.641308522,0.196415419,,0.189540879,,,0.940285926,1,0.835322679,,0.829295116,,,,0.980173983,indica
1225,Martian Candy,0,0,0.57,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,0.754237288,,0.95480226,,,,1,,,,,0.569230769,,1,,,,,,0.953846154,0.963276836,0.861538462,,0.991525424,,,,0.861538462,hybrid
1226,Martian Mean Green,0,0,0.335,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.205882353,,0.8,,,,,0.836363636,,,,,,,0.785714286,0.024509804,0.81092437,0.019607843,0.974789916,,1,1,0.490909091,,0.777310924,,,,0.8,sativa
1227,Master Bubba,1,0,0.5,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.457604307,,0.35483871,,,0.558546433,,0.451162791,0.987886945,1,,,,,,,,0.064516129,,0.096774194,,,0.139534884,1,0.986046512,,0.550471063,,,,0.937209302,hybrid
1228,Master Jedi,3,0,0.5,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.027906977,,,1,,,,1,,,0.013953488,0.779411765,,,0.551102204,0.020930233,,,0.879759519,,0.253676471,0.665330661,0.231617647,,0.599198397,,0.702205882,,,hybrid
1229,Master Kush,1,0,0.8,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.20379727,,0.459279542,0.629783515,,,0.542906066,1,,,,,,,,0.185708098,,0.235568115,0.3679718,,0.689902143,1,0.65863834,,0.629624135,,,,0.560343458,indica
1230,Master OG,1,0,0.72,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.065246338,,,0.719889364,,,0.980638672,0.76298269,0.162433995,,,,0.850865513,,0.762886598,0.018641811,,0.037283622,,,,1,1,,,,,0.651131824,0.498002663,indica
1231,Master Skunk,0,0,0.55,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0.861111111,,,0.051813472,,0.909090909,0.626943005,0.590909091,,,0.055555556,,,,0.051813472,,,0.083333333,,,0.606060606,1,0.939393939,,0.212435233,,,,1,hybrid
1232,Master Yoda,0,0,0.5,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,0.229923518,,0.847081524,0.76567774,,,0.553739563,1,,,0.050191205,,,,0.657843311,,,0.060229446,,,0.505547516,1,0.888567294,,0.754485699,,,,0.676796913,hybrid
1233,Matanuska Thunder Fuck,0,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,0.820288363,0.0799508,,,1,,,,1,0.433766486,0.388964313,,,0.745451425,0.341743907,,0.624231242,,0.332103321,,,,0.37344841,0.356162032,,0.965283165,,,,,sativa
1234,Mataro Blue,1,0,0.86,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.583333333,,,0.6875,,,0.375,0.9375,,,,,0.625,,0.4375,0.416666667,,0.25,,,0.875,1,1,,0.416666667,,,,1,indica
1235,Maui,0,0,0,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.187969925,,,0.737785016,,,,0.714285714,,,,,0.242236025,,0.760586319,0.105263158,,0.101503759,0.54723127,,0.664596273,1,0.322981366,,0.708469055,1,,,,sativa
1236,Maui Berry,2,0,0.5,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0.4,,1,0.8,,,1,,,,0.5,0.25,,0.6,,,,0.6,,0.5,,1,,,,,,,hybrid
1237,Maui Bubble Gift,3,0,0.56,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.985915493,,0.2,1,0.044642857,,0.995305164,,,0.986607143,,,0.6,,,,0.079812207,0.2,,,,,0.946428571,0.126760563,1,,,,,0.044642857,,hybrid
1238,Maui Citrus Punch,0,0,0.18,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.333333333,1,0.75,,0.5,0.5,0.333333333,,1,,,,,,,1,,,,,,,1,0.333333333,,,,,,,sativa
1239,Maui Haole,2,0,0.6,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,0.965517241,1,0.137931034,1,,0.896551724,,,,,,,,,,,1,,0.75,0.75,0.965517241,,,,,hybrid
1240,Maui Mango Diesel,0,0,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,0.899141631,0.285407725,,,1,,,0.048387097,,0.985148515,,0.298283262,,0.740343348,1,,,0.992574257,,,,,,,0.153465347,0.02970297,sativa
1241,Maui Pineapple Chunk,0,0,0.5,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.8,,,1,0.666666667,,1,,0.8,,,,,0.866666667,,,,,,0.666666667,,0.666666667,,0.933333333,,,,0.333333333,hybrid
1242,Maui Wowie,0,0,0.16,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.187276575,0.728462586,,1,0.600485663,,,1,,,0.376961371,,0.517353289,,0.824567607,,,0.380886776,,,0.879699651,,0.556971662,,0.802148342,,,0.336918088,,sativa
1243,Mazar I Sharif,3,0,0.77,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274853801,,,0.767790262,0.716292135,0.910739191,,0.966527197,,,,,,,0.703183521,0.035087719,,0.321637427,,,0.941422594,1,1,,0.802434457,,,,0.991631799,indica
1244,Mazar Kush,1,0,0.8,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00598444,,,,,0.05548926,0.871336314,0.941527446,0.781420765,,0.008976661,,,,,0.008976661,,,,0.745156483,0.105011933,1,1,,0.817685047,,,,0.938544153,indica
1245,Mazar x Blueberry,1,0,0.6,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5278783,,0.358377678,0.439964112,,,0.467581003,1,,,0.452678756,,,,,,,0.434360527,0.427345285,,0.655178101,1,0.723475621,,0.569203752,,,,0.57323141,hybrid
1246,MediHaze,1,0,0.2,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.435776642,0.820995502,0.716025442,0.40410412,,0.691711913,,,,1,,,0.055383183,,,,0.55701054,0.182438722,,0.036922122,,,0.39873851,1,0.640377469,,,,,,0.681351457,sativa
1247,Medibud,2,0,0.6,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,0.472222222,0.474576271,0.490322581,,0.632258065,,,,0.944444444,,,0.915254237,,,,0.632258065,,,0.449152542,,,0.888888889,1,1,,0.935483871,,,0.555555556,,hybrid
1248,Medicine Man,0,0,0.5,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.685897436,0.133333333,,,0.148269923,,,0.086738688,0.392628205,,,0.2,0.831730769,,,0.141694066,,,0.333333333,,,0.168269231,1,1,,0.096602474,,,,,hybrid
1249,Medicine Woman,3,0,0.4,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,0.835376532,0.953183521,,,,,,,0.147110333,,,,0.5,,,0.814606742,0.935201401,,,0.053191489,,,0.814606742,0.290718039,1,,1,,,0.805243446,,hybrid
1250,Medusa,3,0,0.5,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168067227,0.534988713,,1,0.88261851,,,1,,,0.630252101,,0.540350877,,,,,0.630252101,,,0.887719298,0.884875847,0.680701754,,0.963882619,,,,0.652631579,hybrid
1251,Mega Jackpot,2,0,0.385,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,1,1,,,,0.230769231,,,,0.153846154,0.076923077,,,,0.916666667,,,,0.923076923,0.666666667,,,0.541666667,,,,,hybrid
1252,Megalodon,3,0,0.4,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,0.622222222,,1,0.837037037,,,,,,,,0.494623656,0.311827957,0.874074074,0.088235294,,0.205882353,,,1,,0.806451613,,0.681481481,,,0.408602151,,hybrid
1253,Melon Gum,3,0,0.5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0.6,1,0.74,,1,,,,1,,,0.009009009,,0.9,,0.97,,,0.990990991,,,0.8,0.995,0.8,,0.78,,,,,hybrid
1254,Member Berry,2,0,0.54,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.285714286,,,,1,0.571428571,,,,1,,,,,0.333333333,,,,,,0.571428571,,1,1,,,0.285714286,,,0.333333333,,hybrid
1255,Memory Loss,0,0,0.05,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,0.611111111,,,,0.290322581,1,,0.266129032,,1,,,0.935779817,,,,0.74537037,0.036697248,,0.440366972,,,0.733870968,0.597222222,0.580645161,,0.666666667,,,,,sativa
1256,Mendo Afgoo,3,0,0.99,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.820512821,,,,1,0.769230769,,,,0.717948718,,0.807692308,,,,,,0.858974359,1,0.858974359,,0.5,,,,0.641025641,indica
1257,Mendo Breath,1,0,0.7,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.127351583,,0.38232503,0.535627507,,,0.633384189,1,,,0.250704067,,,,,,,0.126957305,0.344653519,,0.444958482,1,0.938394622,,0.509502552,,,,0.710557533,indica
1258,Mendocino Purps,1,0,0.5,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.493778848,,0.584250521,0.942320997,0.627493893,,,1,,,,0.565757324,,,0.700210384,0.570288983,,0.031607465,,,,0.932437203,0.776243527,,1,,,,0.744345565,hybrid
1259,Mercury OG,1,0,1,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.014184397,,0.898089172,,,,0.924528302,1,0.905660377,0.86163522,,,,,,,,0.003546099,,,0.955414013,1,0.961783439,,0.144654088,,,,0.929936306,indica
1260,Merlot OG,1,0,0.77,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,0.888888889,,,0.444444444,1,,,,,,,0.777777778,,,,,,0.6,1,0.6,,0.777777778,,,0.8,0.8,indica
1261,Mexican,1,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,0.25955414,,1,1,,,,0.811671088,,,,,,,0.8,0.535031847,,0.451433121,1,,0.901856764,0.860714286,0.819628647,,0.875892857,,,,0.864721485,sativa
1262,Mexican Sativa,3,0,0.3,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,0.6559053,,0.037354086,0.730965833,,1,0.885391445,,,1,,,,,0.374962293,,0.849071832,0.060700389,,0.255642023,,,0.989140271,,0.330618401,,,,,0.308898944,,sativa
1263,Michael Phelps OG,2,0,0.37,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,0.484848485,0.012578616,,1,0.231707317,,,,0.575757576,,0.774390244,0.012578616,,,,0.237804878,,,0.012578616,0.786585366,,,1,0.515151515,,,,,,0.53030303,hybrid
1264,Mickey Kush,0,0,0.25,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,0.799672489,0.194666667,,,0.624717833,,,,0.997270742,0.89785553,,0.953333333,,,,0.626128668,,,0.956666667,,,1,0.515519187,0.82150655,,1,,,0.783296943,,sativa
1265,Middlefork,2,0,0.38,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,0.728070175,0.032258065,,,1,,,,1,0.454545455,,0.053763441,,,,0.609090909,0.032258065,,,,,0.868421053,0.963636364,0.929824561,,0.977272727,,,0.850877193,,hybrid
1266,Middlefork x Pineapple Express,0,0,0.33,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,,,,0.75,,0.428571429,1,,,,0.571428571,,,,,0.714285714,0.75,,1,,0.857142857,,,0.5,,sativa
1267,Midnight,3,0,0.385,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359749106,,1,,,0.539151548,,0.905351292,,,,,0.157489781,,0.703312705,,0.620354758,0.157489781,,0.147872085,,,0.535129232,1,1,,0.494975383,0.742446305,,,,hybrid
1268,Mighty Glue,1,0,0.58,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,1,0.625,0.8,,0.8,0.625,,,,,,,,0.625,0.25,,1,1,,,0.8,,,0.8,,,hybrid
1269,Milky Way,2,0,0.8,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,0.142857143,1,0.87755102,,,,,0.065217391,0.857142857,0.2,,0.2,,,0.956521739,1,0.934782609,,0.897959184,,,,0.934782609,indica
1270,Millennium,3,0,0.5,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0.333333333,1,,,0.08,,0.98,1,,,,,0.333333333,,,0.333333333,,0.666666667,,1,0.333333333,0.08,1,,,,,0.666666667,,hybrid
1271,Mimosa,0,0,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,0.801437915,,0.269664361,,0.320582697,1,,,,0.997522545,,,0.164616961,,0.615796254,,0.910280094,,,0.141557776,,,1,0.980678017,0.776038054,,0.775675271,,,,,hybrid
1272,Mint Chocolate Chip,3,0,0.43,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.496732026,,,,1,,,,1,0.472205968,,0.351390922,,,,0.411936805,0.061493411,,,,,1,0.918080749,0.789542484,,0.459918081,,,0.606535948,,hybrid
1273,Misty Kush,0,0,0.71,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.052631579,0.75,,1,,0.8,,0.4,,,,,,,0.833333333,0.052631579,,0.026315789,,,0.2,0.875,1,,0.25,,0.2,,,indica
1274,Mob Boss,3,0,0.4,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.71628441,0.847903646,,,,1,,,0.053125126,,,,0.808808594,1,,0.175272669,0.678209635,,0.620203989,1,0.684578004,,0.666803385,,,0.881518169,,hybrid
1275,Moby Dick,0,0,0.25,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,0.658112886,,,1,0.78449719,,,1,,,,0.430662792,0.395655182,,0.791073777,0.409270998,,0.514415458,,,0.748221945,0.999566543,0.426207278,,0.927777113,,,,,sativa
1276,Mochi,2,0,0.64,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10989011,,0.814814815,0.630261661,,,0.58589306,0.673400673,,,1,,,,,,,0.288461538,0.375426621,,1,1,,,0.409556314,,0.494949495,,0.740740741,hybrid
1277,Moloka'i Frost,2,0,0.82,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9375,0.125,,,,,0.9375,0.971014493,1,1,,,,,0.9375,0.934782609,,,,,,,0.934782609,1,,0.920289855,,,,,indica
1278,Money Maker,2,0,0.7,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,0.965116279,,0.300578035,0.352059925,,,0.68164794,1,,,,,,,,0.465116279,,0.023255814,0.640449438,,0.300578035,1,0.780346821,,0.790262172,,,,0.312138728,indica
1279,Monkey Paw,0,0,0.5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,0.044585987,,0.878883623,0.966046512,0.849302326,,,0.946814113,,,0.044585987,,0.92838336,,1,,,0.178343949,,,1,0.975813953,0.882569774,,0.89627907,,,,,hybrid
1280,Monolith,1,0,0.98,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.964285714,,,0.053571429,1,,,,,,,0.946428571,,,,,,0.5,1,1,,0.964285714,,,,1,indica
1281,Monster Cookies,1,0,0.8,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,0.183340652,,0.734752762,0.752793741,,,0.633955266,1,,,,,,,,0.040374304,,0.04842531,0.535530272,,0.929378126,1,0.977125886,,0.681065456,,,,0.974351292,indica
1282,Monster OG,0,0,0.5,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.514084507,,,,,,,0.957446809,,0.852941176,0.323529412,0.584507042,0.978723404,,1,1,,1,0.626760563,0.264705882,,0.866197183,,,,0.352941176,hybrid
1283,Montana Silvertip,1,0,0.43,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,0.630668716,0.671098884,,,,1,,,,0.926486321,,,0.019905213,0.716490906,,,0.783147579,0.019905213,,,,,0.897600489,0.997982321,1,,0.594542659,,,,,hybrid
1284,Moon Cookies,0,0,0.37,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,0.976,,0.018018018,,0.252525253,,1,,,1,,,,,0.96969697,,0.872,,0.872,,,,1,,0.383838384,,0.92,,,,,hybrid
1285,Moonbeam,0,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.126436782,,,0.960992908,0.695035461,1,,0.753846154,,,0.126436782,,,,0.65248227,0.620689655,,,,,0.584615385,1,1,,1,,,0.415384615,,indica
